Game_id,Person_id,screen_assists,charges_drawn,loose_balls_recovered,deflections,contested_shots,contested_2_shots,contested_3_shots,box_outs,offensive_loose_ball_recoveries,defensive_loose_ball_recoveries,defensive_box_outs,offensive_box_outs,pts_off_screen_assists
0021600215,202697,0,0,0,2,4,1,3,0,0,0,0,0,0
0021600215,202732,0,0,0,1,1,0,1,0,0,0,0,0,0
0021600215,203081,0,0,0,1,5,1,4,0,0,0,0,0,0
0021600215,203086,1,0,0,0,5,2,3,0,0,0,0,0,2
0021600215,203090,2,0,1,5,6,4,2,0,1,0,0,0,4
0021600215,203459,0,0,2,2,2,1,1,0,2,0,0,0,0
0021600215,203468,0,0,0,2,7,4,3,0,0,0,0,0,0
0021600215,203486,4,0,1,0,15,8,7,0,1,0,0,0,10
0021600215,203895,0,0,1,1,3,3,0,0,1,0,0,0,0
0021600215,203943,2,0,0,1,4,3,1,0,0,0,0,0,4
0021600215,1626192,0,0,1,0,1,1,0,0,1,0,0,0,0
0021600215,1627774,0,0,0,1,0,0,0,0,0,0,0,0,0
0021600215,1627817,0,0,0,0,3,3,0,0,0,0,0,0,0
0021600216,2730,2,0,2,2,10,8,2,0,2,0,0,0,4
0021600216,2744,2,0,0,2,1,0,1,0,0,0,0,0,4
0021600216,101145,0,0,2,1,2,1,1,0,0,2,0,0,0
0021600216,200757,0,0,1,3,8,3,5,0,0,1,0,0,0
0021600216,200794,3,0,0,7,12,7,5,0,0,0,0,0,6
0021600216,201152,2,0,2,2,18,11,7,0,1,1,0,0,4
0021600216,201155,0,0,1,0,4,2,2,0,0,1,0,0,0
0021600216,201166,0,0,0,0,3,2,1,0,0,0,0,0,0
0021600216,201952,1,0,3,8,5,3,2,0,2,1,0,0,2
0021600216,202331,1,1,2,4,4,3,1,0,1,1,0,0,2
0021600216,202730,1,0,0,3,3,3,0,0,0,0,0,0,2
0021600216,203145,0,0,1,4,5,2,3,0,0,1,0,0,0
0021600216,203471,0,0,0,1,2,1,1,0,0,0,0,0,0
0021600216,203488,0,0,1,1,6,6,0,0,1,0,0,0,0
0021600216,203501,0,0,3,2,8,7,1,0,2,1,0,0,0
0021600216,203922,0,0,0,3,2,1,1,0,0,0,0,0,0
0021600216,1626167,5,0,2,6,13,12,1,0,1,1,0,0,11
0021600216,1627098,0,0,1,0,3,1,2,0,0,1,0,0,0
0021600216,1627752,0,1,0,2,4,3,1,0,0,0,0,0,0
0021600217,2449,2,0,0,1,7,6,1,0,0,0,0,0,4
0021600217,101161,3,0,0,0,5,5,0,0,0,0,0,0,6
0021600217,200751,0,1,1,1,1,0,1,0,0,1,0,0,0
0021600217,201143,5,0,2,3,7,7,0,0,2,0,0,0,10
0021600217,201572,2,0,1,2,8,7,1,0,0,1,0,0,5
0021600217,201973,1,0,1,0,5,4,1,0,0,1,0,0,2
0021600217,202340,0,0,0,6,4,0,4,0,0,0,0,0,0
0021600217,202344,3,0,0,5,3,2,1,0,0,0,0,0,7
0021600217,202711,0,0,0,0,8,7,1,0,0,0,0,0,0
0021600217,202738,0,0,2,0,5,5,0,0,2,0,0,0,0
0021600217,203092,0,0,0,0,5,3,2,0,0,0,0,0,0
0021600217,203109,1,0,0,0,8,2,6,0,0,0,0,0,3
0021600217,203120,1,0,0,0,8,4,4,0,0,0,0,0,2
0021600217,203461,0,0,0,0,2,2,0,0,0,0,0,0,0
0021600217,203482,4,1,1,2,4,3,1,0,1,0,0,0,9
0021600217,203925,0,0,0,0,7,3,4,0,0,0,0,0,0
0021600217,203930,0,0,0,3,12,6,6,0,0,0,0,0,0
0021600217,203935,0,0,3,4,8,3,5,0,0,3,0,0,0
0021600217,1626178,0,0,0,2,3,3,0,0,0,0,0,0,0
0021600217,1626179,2,0,1,2,3,1,2,0,1,0,0,0,5
0021600217,1626191,1,0,0,0,0,0,0,0,0,0,0,0,3
0021600217,1627759,0,0,1,0,2,0,2,0,1,0,0,0,0
0021600217,1627785,0,1,2,1,12,4,8,0,0,2,0,0,0
0021600217,1627812,1,0,1,0,2,1,1,0,0,1,0,0,3
0021600218,2617,0,0,0,0,2,2,0,0,0,0,0,0,0
0021600218,2757,0,0,0,2,6,2,4,0,0,0,0,0,0
0021600218,201177,1,0,0,1,3,2,1,0,0,0,0,0,2
0021600218,201609,0,0,1,0,7,6,1,0,1,0,0,0,0
0021600218,201949,4,0,1,3,7,5,2,0,0,1,0,0,8
0021600218,202337,2,0,0,0,3,1,2,0,0,0,0,0,5
0021600218,202355,0,0,0,1,5,5,0,0,0,0,0,0,0
0021600218,202397,2,0,0,1,3,0,3,0,0,0,0,0,4
0021600218,202682,1,0,0,0,3,3,0,0,0,0,0,0,3
0021600218,202694,0,0,0,0,7,4,3,0,0,0,0,0,0
0021600218,202699,3,0,0,1,9,5,4,0,0,0,0,0,7
0021600218,202720,2,0,0,1,8,5,3,0,0,0,0,0,4
0021600218,203079,0,0,2,1,5,4,1,0,1,1,0,0,0
0021600218,203083,6,0,0,4,13,13,0,0,0,0,0,0,12
0021600218,203382,2,0,0,1,6,4,2,0,0,0,0,0,5
0021600218,203484,0,0,0,1,4,2,2,0,0,0,0,0,0
0021600218,203585,1,0,0,0,3,1,2,0,0,0,0,0,2
0021600218,204020,0,0,1,2,10,6,4,0,0,1,0,0,0
0021600218,1626169,0,0,0,0,6,4,2,0,0,0,0,0,0
0021600218,1626196,0,0,0,1,4,1,3,0,0,0,0,0,0
0021600218,1626246,0,0,0,0,1,0,1,0,0,0,0,0,0
0021600219,2403,0,0,0,0,2,2,0,0,0,0,0,0,0
0021600219,2772,0,0,0,2,2,2,0,0,0,0,0,0,0
0021600219,200768,0,0,1,0,8,1,7,0,0,1,0,0,0
0021600219,201147,0,0,0,0,5,4,1,0,0,0,0,0,0
0021600219,201569,0,0,0,1,6,4,2,0,0,0,0,0,0
0021600219,201583,1,1,0,1,9,6,3,0,0,0,0,0,3
0021600219,201935,0,0,0,2,13,6,7,0,0,0,0,0,0
0021600219,201942,0,0,0,2,4,0,4,0,0,0,0,0,0
0021600219,201960,0,0,0,6,10,2,8,0,0,0,0,0,0
0021600219,201976,2,0,1,1,4,3,1,0,0,1,0,0,5
0021600219,202335,1,0,0,3,3,1,2,0,0,0,0,0,2
0021600219,202685,5,0,1,0,9,9,0,0,0,1,0,0,11
0021600219,202709,1,0,0,1,8,1,7,0,0,0,0,0,2
0021600219,203082,0,0,0,1,3,1,2,0,0,0,0,0,0
0021600219,203512,1,0,0,1,11,9,2,0,0,0,0,0,2
0021600219,203991,1,0,1,0,18,16,2,0,1,0,0,0,2
0021600219,1626149,1,0,0,0,3,3,0,0,0,0,0,0,2
0021600219,1626155,0,0,0,0,7,3,4,0,0,0,0,0,0
0021600219,1627783,1,0,0,1,8,4,4,0,0,0,0,0,2
0021600220,1717,1,0,1,0,7,4,3,0,1,0,0,0,2
0021600220,2037,0,0,0,1,1,0,1,0,0,0,0,0,0
0021600220,101106,5,0,0,2,5,3,2,0,0,0,0,0,11
0021600220,101108,0,0,1,6,3,1,2,0,0,1,0,0,0
0021600220,101109,0,0,1,0,8,3,5,0,0,1,0,0,0
0021600220,101138,0,0,0,0,4,4,0,0,0,0,0,0,0
0021600220,200755,0,0,0,2,2,2,0,0,0,0,0,0,0
0021600220,201578,1,0,0,1,4,4,0,0,0,0,0,0,3
0021600220,201599,2,0,1,1,8,7,1,0,0,1,0,0,4
0021600220,201601,0,0,2,1,7,6,1,0,0,2,0,0,0
0021600220,201933,2,0,0,4,3,1,2,0,0,0,0,0,4
0021600220,202083,1,0,1,2,5,4,1,0,0,1,0,0,2
0021600220,202325,1,0,1,0,7,7,0,0,0,1,0,0,2
0021600220,203084,1,0,1,0,7,3,4,0,0,1,0,0,2
0021600220,203085,0,0,1,2,1,0,1,0,1,0,0,0,0
0021600220,203552,3,0,0,3,2,1,1,0,0,0,0,0,6
0021600220,203939,3,0,0,2,7,3,4,0,0,0,0,0,6
0021600220,1626147,1,0,1,0,2,0,2,0,1,0,0,0,3
0021600220,1626257,0,0,0,1,1,1,0,0,0,0,0,0,0
0021600220,1626780,0,0,1,1,8,2,6,0,1,0,0,0,0
0021600220,1627773,0,0,0,1,2,2,0,0,0,0,0,0,0
0021600220,1627827,1,0,2,0,8,6,2,0,1,1,0,0,3
0021600220,1627852,0,0,1,1,5,4,1,0,0,1,0,0,0
0021600221,2207,0,0,0,1,4,2,2,0,0,0,0,0,0
0021600221,2564,2,0,1,0,4,1,3,0,1,0,0,0,4
0021600221,2749,0,0,0,0,5,4,1,0,0,0,0,0,0
0021600221,201163,0,0,0,0,4,2,2,0,0,0,0,0,0
0021600221,201588,1,0,1,3,6,4,2,0,1,0,0,0,2
0021600221,201589,2,0,0,0,0,0,0,0,0,0,0,0,6
0021600221,202087,0,0,0,1,4,2,2,0,0,0,0,0,0
0021600221,202330,1,0,0,1,4,3,1,0,0,0,0,0,2
0021600221,202702,3,1,0,1,4,3,1,0,0,0,0,0,7
0021600221,202714,0,0,0,0,2,1,1,0,0,0,0,0,0
0021600221,203115,0,0,0,0,2,1,1,0,0,0,0,0,0
0021600221,203481,2,0,0,1,10,9,1,0,0,0,0,0,4
0021600221,203497,8,0,0,2,18,18,0,0,0,0,0,0,17
0021600221,203526,0,0,0,0,1,0,1,0,0,0,0,0,0
0021600221,203918,0,0,1,0,4,1,3,0,1,0,0,0,0
0021600221,203957,1,0,0,0,4,1,3,0,0,0,0,0,2
0021600221,203994,1,0,0,1,1,1,0,0,0,0,0,0,3
0021600221,203999,1,0,0,2,6,5,1,0,0,0,0,0,2
0021600221,204060,0,0,0,1,1,1,0,0,0,0,0,0,0
0021600221,1626144,0,0,0,0,1,0,1,0,0,0,0,0,0
0021600221,1626168,1,0,0,0,10,2,8,0,0,0,0,0,2
0021600221,1627736,0,0,0,2,2,2,0,0,0,0,0,0,0
0021600221,1627750,0,0,1,2,11,6,5,0,0,1,0,0,0
0021600221,1627762,0,0,0,0,1,0,1,0,0,0,0,0,0
0021600221,1627823,0,0,1,2,9,6,3,0,0,1,0,0,0
0021600222,201575,0,0,0,1,0,0,0,0,0,0,0,0,0
0021600222,201600,1,0,0,1,15,14,1,0,0,0,0,0,3
0021600222,201937,0,0,0,3,3,2,1,0,0,0,0,0,0
0021600222,201950,0,0,1,1,9,7,2,0,0,1,0,0,0
0021600222,201967,0,0,0,2,7,7,0,0,0,0,0,0,0
0021600222,202332,1,0,0,0,6,4,2,0,0,0,0,0,2
0021600222,202357,1,0,0,2,9,7,2,0,0,0,0,0,2
0021600222,202734,0,0,0,2,4,2,2,0,0,0,0,0,0
0021600222,203076,1,1,1,3,11,9,2,0,1,0,0,0,3
0021600222,203093,3,0,0,1,11,9,2,0,0,0,0,0,6
0021600222,203476,4,0,0,1,9,7,2,0,0,0,0,0,9
0021600222,203498,0,0,1,1,4,0,4,0,0,1,0,0,0
0021600222,203524,0,0,1,3,6,4,2,0,0,1,0,0,0
0021600222,203897,0,0,0,3,5,3,2,0,0,0,0,0,0
0021600222,203940,0,0,0,0,9,6,3,0,0,0,0,0,0
0021600222,203952,0,0,0,2,8,5,3,0,0,0,0,0,0
0021600222,204025,1,0,1,2,5,4,1,0,1,0,0,0,2
0021600222,204038,0,1,0,4,5,4,1,0,0,0,0,0,0
0021600222,1626145,0,0,0,0,1,0,1,0,0,0,0,0,0
0021600222,1626148,0,0,0,0,1,1,0,0,0,0,0,0,0
0021600222,1626157,0,0,0,1,13,13,0,0,0,0,0,0,0
0021600222,1627739,1,0,0,11,4,4,0,0,0,0,0,0,2
0021600222,1627741,0,0,0,0,4,2,2,0,0,0,0,0,0
0021600223,1897,0,0,0,0,7,4,3,0,0,0,0,0,0
0021600223,2561,1,0,0,0,8,8,0,0,0,0,0,0,2
0021600223,2585,5,0,1,6,10,9,1,0,1,0,0,0,12
0021600223,2733,1,0,0,1,3,3,0,0,0,0,0,0,2
0021600223,2736,1,0,0,2,10,5,5,0,0,0,0,0,2
0021600223,2738,2,0,0,2,7,4,3,0,0,0,0,0,4
0021600223,2760,1,0,0,1,5,5,0,0,0,0,0,0,3
0021600223,101150,0,0,0,1,3,1,2,0,0,0,0,0,0
0021600223,101181,0,0,1,2,6,0,6,0,1,0,0,0,0
0021600223,201142,2,0,0,3,8,7,1,0,0,0,0,0,6
0021600223,201156,0,0,0,1,2,2,0,0,0,0,0,0,0
0021600223,201580,1,0,0,0,3,2,1,0,0,0,0,0,3
0021600223,201939,1,0,1,3,7,5,2,0,0,1,0,0,2
0021600223,202389,6,0,0,0,3,3,0,0,0,0,0,0,13
0021600223,202691,1,0,1,0,3,2,1,0,1,0,0,0,2
0021600223,203080,2,0,0,2,0,0,0,0,0,0,0,0,4
0021600223,203110,4,0,1,3,13,10,3,0,0,1,0,0,10
0021600223,203546,0,0,0,0,5,5,0,0,0,0,0,0,0
0021600223,203903,0,0,0,2,6,1,5,0,0,0,0,0,0
0021600223,204028,2,0,0,1,1,1,0,0,0,0,0,0,4
0021600223,1626172,0,0,0,0,3,1,2,0,0,0,0,0,0
0021600223,1626204,2,0,1,1,3,2,1,0,0,1,0,0,4
0021600223,1626273,0,0,0,2,2,1,1,0,0,0,0,0,0
0021600223,1627742,0,0,1,1,12,4,8,0,0,1,0,0,0
0021600223,1627775,0,0,0,0,7,6,1,0,0,0,0,0,0
0021600224,2440,0,0,1,3,9,5,4,0,1,0,0,0,0
0021600224,200752,1,0,1,1,4,2,2,0,1,0,0,0,2
0021600224,201167,2,0,0,1,4,2,2,0,0,0,0,0,4
0021600224,201566,0,0,1,4,2,2,0,0,1,0,0,0,0
0021600224,201585,0,0,0,1,4,3,1,0,0,0,0,0,0
0021600224,201627,0,0,0,1,1,1,0,0,0,0,0,0,0
0021600224,201951,0,0,1,2,3,3,0,0,1,0,0,0,0
0021600224,201954,0,0,1,2,5,3,2,0,0,1,0,0,0
0021600224,202066,1,0,0,4,7,3,4,0,0,0,0,0,2
0021600224,202326,3,1,0,0,13,10,3,0,0,0,0,0,7
0021600224,202683,1,0,0,4,8,6,2,0,0,0,0,0,3
0021600224,203460,0,0,0,3,14,10,4,0,0,0,0,0,0
0021600224,203463,0,0,0,0,2,0,2,0,0,0,0,0,0
0021600224,203500,0,0,2,1,18,16,2,0,2,0,0,0,0
0021600224,203506,0,0,1,1,7,3,4,0,1,0,0,0,0
0021600224,203518,0,0,0,0,2,0,2,0,0,0,0,0,0
0021600224,203530,0,0,0,1,2,0,2,0,0,0,0,0,0
0021600224,203902,0,0,0,0,3,2,1,0,0,0,0,0,0
0021600224,203924,1,0,1,3,12,8,4,0,1,0,0,0,2
0021600224,1627734,2,0,1,3,3,1,2,0,1,0,0,0,4
0021600225,1938,2,0,0,0,2,0,2,0,0,0,0,0,6
0021600225,2200,2,0,0,0,8,4,4,0,0,0,0,0,5
0021600225,2225,0,0,1,2,1,0,1,0,0,1,0,0,0
0021600225,101135,5,0,1,0,7,3,4,0,1,0,0,0,11
0021600225,101161,2,0,1,3,7,7,0,0,0,1,0,0,4
0021600225,200746,5,0,2,0,11,10,1,0,2,0,0,0,11
0021600225,201143,4,0,1,1,13,10,3,0,0,1,0,0,9
0021600225,201973,0,0,1,0,4,2,2,0,1,0,0,0,0
0021600225,201980,0,0,1,0,10,5,5,0,0,1,0,0,0
0021600225,201988,0,0,1,2,7,3,4,0,1,0,0,0,0
0021600225,202340,1,0,1,0,4,2,2,0,0,1,0,0,2
0021600225,202695,1,0,0,4,6,3,3,0,0,0,0,0,3
0021600225,202722,1,0,2,3,11,8,3,0,1,1,0,0,3
0021600225,202738,2,0,0,0,5,3,2,0,0,0,0,0,4
0021600225,203092,0,0,0,0,1,0,1,0,0,0,0,0,0
0021600225,203109,2,1,3,2,6,3,3,0,3,0,0,0,4
0021600225,203482,3,1,1,5,13,9,4,0,1,0,0,0,6
0021600225,203613,0,0,1,3,1,0,1,0,1,0,0,0,0
0021600225,203935,0,0,3,2,4,3,1,0,2,1,0,0,0
0021600225,1626179,0,0,0,2,2,2,0,0,0,0,0,0,0
0021600225,1627759,0,0,1,1,2,1,1,0,1,0,0,0,0
0021600226,101162,4,0,0,1,10,8,2,0,0,0,0,0,8
0021600226,201145,0,0,0,1,9,6,3,0,0,0,0,0,0
0021600226,201160,2,0,2,0,5,3,2,0,1,1,0,0,4
0021600226,201571,0,0,0,1,4,2,2,0,0,0,0,0,0
0021600226,201586,3,0,0,2,12,11,1,0,0,0,0,0,7
0021600226,201977,0,0,0,1,0,0,0,0,0,0,0,0,0
0021600226,202322,0,0,3,6,6,5,1,0,1,2,0,0,0
0021600226,202687,6,0,0,1,11,10,1,0,0,0,0,0,13
0021600226,202693,1,0,1,5,11,10,1,0,0,1,0,0,2
0021600226,202696,1,0,1,4,15,10,5,0,0,1,0,0,3
0021600226,203078,0,0,0,4,5,2,3,0,0,0,0,0,0
0021600226,203094,0,0,0,0,7,7,0,0,0,0,0,0,0
0021600226,203095,0,0,0,1,5,1,4,0,0,0,0,0,0
0021600226,203107,0,0,0,2,1,1,0,0,0,0,0,0,0
0021600226,203490,0,0,2,2,10,4,6,0,1,1,0,0,0
0021600226,203901,0,0,0,1,6,4,2,0,0,0,0,0,0
0021600226,203932,0,0,0,1,6,2,4,0,0,0,0,0,0
0021600226,1626162,0,0,1,1,3,2,1,0,1,0,0,0,0
0021600226,1626209,0,0,0,0,4,2,2,0,0,0,0,0,0
0021600227,1717,3,0,2,2,5,2,3,0,2,0,0,0,6
0021600227,2210,0,0,0,0,3,2,1,0,0,0,0,0,0
0021600227,2365,6,0,1,0,6,5,1,0,0,1,0,0,15
0021600227,2399,0,0,0,0,3,1,2,0,0,0,0,0,0
0021600227,2544,0,0,0,1,6,5,1,0,0,0,0,0,0
0021600227,2592,2,0,0,0,2,0,2,0,0,0,0,0,4
0021600227,2747,0,0,0,7,3,1,2,0,0,0,0,0,0
0021600227,101106,5,0,1,2,2,0,2,0,1,0,0,0,11
0021600227,101114,1,0,2,0,1,1,0,0,1,1,0,0,2
0021600227,201567,0,0,2,4,6,3,3,0,1,1,0,0,0
0021600227,202083,0,0,1,1,7,2,5,0,1,0,0,0,0
0021600227,202681,1,0,0,1,5,3,2,0,0,0,0,0,3
0021600227,202684,8,0,0,1,10,6,4,0,0,0,0,0,21
0021600227,202697,0,0,2,3,2,2,0,0,2,0,0,0,0
0021600227,202732,0,0,0,2,1,0,1,0,0,0,0,0,0
0021600227,203084,2,0,0,3,13,4,9,0,0,0,0,0,5
0021600227,203552,0,0,1,2,3,0,3,0,1,0,0,0,0
0021600227,203895,0,0,0,1,2,0,2,0,0,0,0,0,0
0021600227,203939,2,0,0,1,9,7,2,0,0,0,0,0,6
0021600227,1626147,0,0,1,1,3,1,2,0,1,0,0,0,0
0021600227,1626257,0,0,0,0,2,2,0,0,0,0,0,0,0
0021600227,1626780,0,0,1,1,3,0,3,0,0,1,0,0,0
0021600227,1627770,0,0,0,0,3,3,0,0,0,0,0,0,0
0021600227,1627773,2,0,0,0,1,0,1,0,0,0,0,0,4
0021600227,1627827,0,0,0,0,5,1,4,0,0,0,0,0,0
0021600227,1627852,0,0,0,2,2,2,0,0,0,0,0,0,0
0021600228,2546,3,0,1,2,5,4,1,0,1,0,0,0,6
0021600228,101107,0,0,1,1,11,7,4,0,1,0,0,0,0
0021600228,201149,2,0,1,3,5,4,1,0,1,0,0,0,6
0021600228,201158,0,0,0,2,4,3,1,0,0,0,0,0,0
0021600228,201196,0,0,1,1,5,3,2,0,0,1,0,0,0
0021600228,201565,0,0,2,1,2,0,2,0,2,0,0,0,0
0021600228,201579,6,0,0,1,7,7,0,0,0,0,0,0,14
0021600228,201584,0,0,3,2,7,2,5,0,2,1,0,0,0
0021600228,201587,1,0,2,2,12,8,4,0,2,0,0,0,3
0021600228,201943,0,0,0,1,0,0,0,0,0,0,0,0,0
0021600228,202689,0,1,2,6,3,2,1,0,0,2,0,0,0
0021600228,203077,0,0,1,3,11,9,2,0,0,1,0,0,0
0021600228,203124,1,0,0,0,7,7,0,0,0,0,0,0,3
0021600228,203200,0,0,0,3,5,3,2,0,0,0,0,0,0
0021600228,203469,4,0,1,1,9,9,0,0,1,0,0,0,9
0021600228,204001,1,0,2,2,15,9,6,0,1,1,0,0,3
0021600228,1626163,3,0,1,1,13,6,7,0,0,1,0,0,7
0021600228,1626195,2,0,0,1,10,9,1,0,0,0,0,0,4
0021600228,1627851,1,0,2,2,4,4,0,0,0,2,0,0,3
0021600229,2548,0,0,0,5,5,4,1,0,0,0,0,0,0
0021600229,101141,2,1,0,0,2,1,1,0,0,0,0,0,5
0021600229,200765,0,1,0,2,5,2,3,0,0,0,0,0,0
0021600229,200771,0,0,0,1,3,1,2,0,0,0,0,0,0
0021600229,201573,0,0,0,1,5,4,1,0,0,0,0,0,0
0021600229,201577,2,0,0,1,18,17,1,0,0,0,0,0,5
0021600229,201945,0,0,0,0,5,3,2,0,0,0,0,0,0
0021600229,201959,1,0,1,1,11,7,4,0,1,0,0,0,2
0021600229,202703,2,0,2,2,9,7,2,0,1,1,0,0,5
0021600229,202710,0,0,1,3,5,1,4,0,1,0,0,0,0
0021600229,203138,0,0,0,3,7,5,2,0,0,0,0,0,0
0021600229,203477,0,1,0,1,1,0,1,0,0,0,0,0,0
0021600229,203496,0,0,0,6,3,3,0,0,0,0,0,0,0
0021600229,203917,0,0,1,2,9,6,3,0,0,1,0,0,0
0021600229,203967,0,0,1,2,9,5,4,0,0,1,0,0,0
0021600229,204456,0,0,0,3,1,1,0,0,0,0,0,0,0
0021600229,1626143,0,0,1,2,13,13,0,0,1,0,0,0,0
0021600229,1626158,1,0,2,3,11,10,1,0,0,2,0,0,2
0021600229,1626170,0,0,0,0,1,0,1,0,0,0,0,0,0
0021600229,1626171,3,0,0,1,6,4,2,0,0,0,0,0,6
0021600229,1626245,1,0,0,0,3,3,0,0,0,0,0,0,2
0021600229,1627756,0,0,2,3,1,1,0,0,0,2,0,0,0
0021600229,1627789,0,0,0,2,3,3,0,0,0,0,0,0,0
0021600230,2037,0,0,0,2,0,0,0,0,0,0,0,0,0
0021600230,2757,0,0,0,1,2,0,2,0,0,0,0,0,0
0021600230,101108,0,0,0,2,1,0,1,0,0,0,0,0,0
0021600230,101109,0,0,1,1,1,0,1,0,1,0,0,0,0
0021600230,200755,0,0,1,0,3,1,2,0,0,1,0,0,0
0021600230,201578,1,0,0,0,10,10,0,0,0,0,0,0,2
0021600230,201599,11,0,1,0,13,13,0,0,1,0,0,0,24
0021600230,201601,3,0,0,0,4,3,1,0,0,0,0,0,6
0021600230,201933,4,0,1,3,9,5,4,0,1,0,0,0,9
0021600230,202325,0,0,1,1,2,2,0,0,1,0,0,0,0
0021600230,202397,0,0,1,3,2,2,0,0,1,0,0,0,0
0021600230,202694,0,0,0,0,7,4,3,0,0,0,0,0,0
0021600230,202699,2,0,0,2,7,5,2,0,0,0,0,0,5
0021600230,202720,2,1,0,3,8,6,2,0,0,0,0,0,5
0021600230,203083,9,0,1,3,4,4,0,0,1,0,0,0,21
0021600230,203085,0,0,0,2,5,3,2,0,0,0,0,0,0
0021600230,203382,7,0,0,1,7,5,2,0,0,0,0,0,14
0021600230,203484,1,1,1,2,5,3,2,0,1,0,0,0,2
0021600230,1626199,1,0,1,1,0,0,0,0,0,1,0,0,3
0021600231,2207,0,0,0,1,1,1,0,0,0,0,0,0,0
0021600231,2564,2,0,0,1,6,4,2,0,0,0,0,0,6
0021600231,2594,0,0,0,4,7,3,4,0,0,0,0,0,0
0021600231,2730,3,0,0,3,4,3,1,0,0,0,0,0,6
0021600231,2743,0,0,0,0,3,3,0,0,0,0,0,0,0
0021600231,200757,0,0,0,0,5,3,2,0,0,0,0,0,0
0021600231,200794,1,0,4,2,16,8,8,0,3,1,0,0,3
0021600231,201588,1,0,1,5,9,5,4,0,0,1,0,0,2
0021600231,202330,0,0,0,4,7,4,3,0,0,0,0,0,0
0021600231,202714,1,0,1,4,6,1,5,0,0,1,0,0,2
0021600231,203145,0,0,2,4,4,2,2,0,1,1,0,0,0
0021600231,203471,0,0,1,3,5,2,3,0,0,1,0,0,0
0021600231,203481,4,0,0,0,9,8,1,0,0,0,0,0,10
0021600231,203488,3,0,0,1,5,4,1,0,0,0,0,0,7
0021600231,203497,7,0,0,1,10,10,0,0,0,0,0,0,18
0021600231,203501,0,0,1,0,3,2,1,0,1,0,0,0,0
0021600231,203527,0,0,0,0,4,2,2,0,0,0,0,0,0
0021600231,203918,1,0,0,1,7,6,1,0,0,0,0,0,2
0021600231,203957,0,0,0,1,5,1,4,0,0,0,0,0,0
0021600231,204060,0,0,0,0,2,1,1,0,0,0,0,0,0
0021600231,1626168,3,0,1,0,5,4,1,0,0,1,0,0,7
0021600231,1627098,0,0,0,1,1,1,0,0,0,0,0,0,0
0021600231,1627752,0,0,0,0,4,2,2,0,0,0,0,0,0
0021600231,1627761,0,0,0,0,1,0,1,0,0,0,0,0,0
0021600232,1891,0,0,1,0,3,2,1,0,0,1,0,0,0
0021600232,200768,0,0,0,4,5,3,2,0,0,0,0,0,0
0021600232,201563,0,0,0,0,6,3,3,0,0,0,0,0,0
0021600232,201942,0,1,0,0,7,1,6,0,0,0,0,0,0
0021600232,201960,0,0,0,4,5,2,3,0,0,0,0,0,0
0021600232,202328,1,0,0,0,3,3,0,0,0,0,0,0,2
0021600232,202335,1,0,1,0,7,3,4,0,1,0,0,0,2
0021600232,202685,4,0,0,1,9,7,2,0,0,0,0,0,8
0021600232,202709,3,0,0,0,3,1,2,0,0,0,0,0,7
0021600232,203082,1,0,0,1,8,4,4,0,0,0,0,0,2
0021600232,203101,0,0,0,2,6,6,0,0,0,0,0,0,0
0021600232,203141,1,0,0,0,3,1,2,0,0,0,0,0,2
0021600232,203503,0,0,0,0,7,4,3,0,0,0,0,0,0
0021600232,203507,0,0,2,1,10,7,3,0,1,1,0,0,0
0021600232,203512,3,0,0,3,10,10,0,0,0,0,0,0,6
0021600232,203521,1,0,0,3,8,3,5,0,0,0,0,0,2
0021600232,203953,1,0,1,1,11,4,7,0,0,1,0,0,2
0021600232,1627763,0,0,0,0,7,3,4,0,0,0,0,0,0
0021600232,1627783,0,0,0,2,8,5,3,0,0,0,0,0,0
0021600233,1713,0,0,1,3,3,1,2,0,1,0,0,0,0
0021600233,2617,1,0,1,0,3,3,0,0,1,0,0,0,2
0021600233,2754,0,0,1,3,4,2,2,0,1,0,0,0,0
0021600233,201144,0,0,2,1,6,5,1,0,1,1,0,0,0
0021600233,201177,3,0,0,0,2,2,0,0,0,0,0,0,7
0021600233,201188,0,0,1,1,10,9,1,0,1,0,0,0,0
0021600233,201949,1,0,1,2,4,2,2,0,1,0,0,0,2
0021600233,202337,0,0,0,1,8,6,2,0,0,0,0,0,0
0021600233,202355,2,0,1,2,9,8,1,0,0,1,0,0,5
0021600233,202682,0,0,0,2,1,1,0,0,0,0,0,0,0
0021600233,203079,1,0,0,5,11,8,3,0,0,0,0,0,2
0021600233,203210,1,0,0,1,10,4,6,0,0,0,0,0,3
0021600233,203584,0,0,0,0,4,2,2,0,0,0,0,0,0
0021600233,203585,0,0,2,2,5,3,2,0,2,0,0,0,0
0021600233,204020,0,0,2,5,12,5,7,0,1,1,0,0,0
0021600233,1626150,0,0,1,1,12,6,6,0,1,0,0,0,0
0021600233,1626185,1,0,0,1,4,4,0,0,0,0,0,0,3
0021600233,1626196,0,0,0,2,5,4,1,0,0,0,0,0,0
0021600233,1627735,0,0,0,0,3,2,1,0,0,0,0,0,0
0021600233,1627738,2,0,0,1,10,10,0,0,0,0,0,0,5
0021600233,1627786,0,0,0,1,8,3,5,0,0,0,0,0,0
0021600234,2449,3,0,0,1,7,7,0,0,0,0,0,0,6
0021600234,2744,2,1,0,0,3,3,0,0,0,0,0,0,5
